itinerary_id,day,order,poi_id
trip01043,day2,5,restaurant01776
trip01043,day2,6,hotel01986
trip01043,day3,1,hotel01986
trip01043,day3,2,restaurant00975
trip01043,day3,3,attraction00373
trip01043,day3,4,restaurant01783
trip01043,day3,5,attraction00382
trip01043,day3,6,attraction00322
trip01043,day3,7,hotel01986
trip01044,day1,1,hotel01968
trip01044,day1,2,attraction00357
trip01044,day1,3,restaurant01014
trip01044,day1,4,attraction00404
trip01044,day1,5,restaurant01787
trip01044,day1,6,hotel01968
trip01045,day1,1,hotel01985
trip01045,day1,2,attraction00319
trip01045,day1,3,restaurant01792
trip01045,day1,4,restaurant01002
trip01045,day1,5,attraction00383
trip01045,day1,6,hotel01985
trip01045,day2,1,hotel01985
trip01045,day2,2,attraction00352
trip01045,day2,3,attraction00370
trip01045,day2,4,attraction00359
trip01045,day2,5,restaurant01000
trip01045,day2,6,restaurant00987
trip01045,day2,7,hotel01985
trip01045,day3,1,hotel01985
trip01045,day3,2,restaurant01795
trip01045,day3,3,restaurant01765
trip01045,day3,4,attraction00304
trip01045,day3,5,restaurant00973
trip01045,day3,6,attraction00312
trip01045,day3,7,attraction00368
trip01045,day3,8,hotel01985
trip01046,day1,1,hotel01970
trip01046,day1,2,restaurant01774
trip01046,day1,3,restaurant00978
trip01046,day1,4,attraction00385
trip01046,day1,5,restaurant01005
trip01046,day1,6,attraction00337
trip01046,day1,7,attraction00340
trip01046,day1,8,hotel01970
trip01047,day1,1,hotel01962
trip01047,day1,2,restaurant01766
trip01047,day1,3,attraction00356
trip01047,day1,4,restaurant01768
trip01047,day1,5,restaurant01003
trip01047,day1,6,attraction00406
trip01047,day1,7,hotel01962
trip01047,day2,1,hotel01962
trip01047,day2,2,attraction00309
trip01047,day2,3,restaurant00986
trip01047,day2,4,restaurant00974
trip01047,day2,5,restaurant01014
trip01047,day2,6,attraction00324
trip01047,day2,7,hotel01962
trip01047,day3,1,hotel01962
trip01047,day3,2,restaurant01017
trip01047,day3,3,restaurant00977
trip01047,day3,4,restaurant00994
trip01047,day3,5,attraction00386
trip01047,day3,6,restaurant01793
trip01047,day3,7,hotel01962
trip01047,day4,1,hotel01962
trip01047,day4,2,restaurant01783
trip01047,day4,3,restaurant00988
trip01047,day4,4,restaurant00990
trip01047,day4,5,attraction00389
trip01047,day4,6,restaurant00983
trip01047,day4,7,hotel01962
trip01048,day1,1,hotel01943
trip01048,day1,2,attraction00327
trip01048,day1,3,restaurant01003
trip01048,day1,4,restaurant01793
trip01048,day1,5,restaurant01766
trip01048,day1,6,hotel01943
trip01048,day2,1,hotel01943
trip01048,day2,2,restaurant01777
trip01048,day2,3,restaurant00981
trip01048,day2,4,restaurant01789
trip01048,day2,5,attraction00371
trip01048,day2,6,attraction00399
trip01048,day2,7,restaurant01771
trip01048,day2,8,hotel01943
trip01048,day3,1,hotel01943
trip01048,day3,2,restaurant00996
trip01048,day3,3,restaurant00993
trip01048,day3,4,restaurant01774
trip01048,day3,5,restaurant01020
trip01048,day3,6,attraction00332
trip01048,day3,7,hotel01943
trip01049,day1,1,hotel01952
trip01049,day1,2,restaurant01798
trip01049,day1,3,attraction00359
trip01049,day1,4,restaurant01774
trip01049,day1,5,attraction00320
trip01049,day1,6,hotel01952
trip01049,day2,1,hotel01952
trip01049,day2,2,restaurant00981
trip01049,day2,3,restaurant00984
trip01049,day2,4,restaurant01765
trip01049,day2,5,attraction00335
trip01049,day2,6,restaurant01770
trip01049,day2,7,hotel01952
trip01049,day3,1,hotel01952
trip01049,day3,2,attraction00397
trip01049,day3,3,restaurant01019
trip01049,day3,4,attraction00341
trip01049,day3,5,restaurant00985
trip01049,day3,6,restaurant00998
trip01049,day3,7,attraction00378
trip01049,day3,8,hotel01952
trip01050,day1,1,hotel01961
trip01050,day1,2,attraction00331
trip01050,day1,3,restaurant00987
trip01050,day1,4,restaurant01781
trip01050,day1,5,restaurant00998
trip01050,day1,6,hotel01961
trip01050,day2,1,hotel01961
trip01050,day2,2,restaurant01768
trip01050,day2,3,attraction00315
trip01050,day2,4,restaurant00979
trip01050,day2,5,restaurant01002
trip01050,day2,6,attraction00393
trip01050,day2,7,hotel01961
trip01051,day1,1,hotel01978
trip01051,day1,2,attraction00367
trip01051,day1,3,attraction00382
trip01051,day1,4,attraction00380
trip01051,day1,5,attraction00359
trip01051,day1,6,restaurant01794
trip01051,day1,7,restaurant00989
trip01051,day1,8,attraction00371
trip01051,day1,9,hotel01978
trip01051,day2,1,hotel01978
trip01051,day2,2,restaurant01793
trip01051,day2,3,restaurant00995
trip01051,day2,4,attraction00364
trip01051,day2,5,attraction00312
trip01051,day2,6,attraction00315
trip01051,day2,7,hotel01978
trip01051,day3,1,hotel01978
trip01051,day3,2,attraction00387
trip01051,day3,3,restaurant01010
trip01051,day3,4,restaurant01770
trip01051,day3,5,attraction00375
trip01051,day3,6,restaurant01786
trip01051,day3,7,hotel01978
trip01052,day1,1,hotel01984
trip01052,day1,2,restaurant01792
trip01052,day1,3,restaurant00979
trip01052,day1,4,restaurant00973
trip01052,day1,5,attraction00344
trip01052,day1,6,attraction00333
trip01052,day1,7,hotel01984
trip01052,day2,1,hotel01984
trip01052,day2,2,restaurant01011
trip01052,day2,3,attraction00351
trip01052,day2,4,attraction00350
trip01052,day2,5,restaurant01009
trip01052,day2,6,hotel01984
trip01052,day3,1,hotel01984
trip01052,day3,2,attraction00359
trip01052,day3,3,attraction00341
trip01052,day3,4,attraction00340
trip01052,day3,5,restaurant01013
trip01052,day3,6,attraction00307
trip01052,day3,7,hotel01984
trip01053,day1,1,hotel01993
trip01053,day1,2,restaurant01004
trip01053,day1,3,restaurant01763
trip01053,day1,4,restaurant01782
trip01053,day1,5,attraction00352
trip01053,day1,6,restaurant01776
trip01053,day1,7,hotel01993
trip01053,day2,1,hotel01993
trip01053,day2,2,attraction00340
trip01053,day2,3,attraction00386
trip01053,day2,4,restaurant01784
trip01053,day2,5,restaurant01017
trip01053,day2,6,hotel01993
trip01053,day3,1,hotel01993
trip01053,day3,2,attraction00389
trip01053,day3,3,attraction00307
trip01053,day3,4,restaurant01768
trip01053,day3,5,attraction00319
trip01053,day3,6,attraction00398
trip01053,day3,7,attraction00369
trip01053,day3,8,restaurant00978
trip01053,day3,9,hotel01993
trip01054,day1,1,hotel01984
trip01054,day1,2,restaurant00980
trip01054,day1,3,attraction00401
trip01054,day1,4,attraction00337
trip01054,day1,5,restaurant00997
trip01054,day1,6,hotel01984
trip01055,day1,1,hotel01949
trip01055,day1,2,restaurant00978
trip01055,day1,3,attraction00392
trip01055,day1,4,attraction00366
trip01055,day1,5,attraction00332
trip01055,day1,6,hotel01949
trip01056,day1,1,hotel01958
trip01056,day1,2,restaurant00986
trip01056,day1,3,attraction00405
trip01056,day1,4,restaurant01771
trip01056,day1,5,attraction00356
trip01056,day1,6,attraction00305
trip01056,day1,7,attraction00401
trip01056,day1,8,attraction00385
trip01056,day1,9,hotel01958
trip01056,day2,1,hotel01958
trip01056,day2,2,attraction00340
trip01056,day2,3,attraction00378
trip01056,day2,4,attraction00393
trip01056,day2,5,restaurant00974
trip01056,day2,6,attraction00330
trip01056,day2,7,attraction00300
trip01056,day2,8,hotel01958
trip01057,day1,1,hotel01991
trip01057,day1,2,restaurant01013
trip01057,day1,3,attraction00300
trip01057,day1,4,attraction00353
trip01057,day1,5,restaurant00976
trip01057,day1,6,attraction00315
trip01057,day1,7,attraction00302
trip01057,day1,8,attraction00304
trip01057,day1,9,hotel01991
trip01058,day1,1,hotel01969
trip01058,day1,2,attraction00301
trip01058,day1,3,restaurant00996
trip01058,day1,4,restaurant00982
trip01058,day1,5,attraction00305
trip01058,day1,6,restaurant00994
trip01058,day1,7,restaurant01784
trip01058,day1,8,hotel01969
trip01058,day2,1,hotel01969
trip01058,day2,2,restaurant00976
trip01058,day2,3,restaurant01771
trip01058,day2,4,attraction00400
trip01058,day2,5,restaurant00978
trip01058,day2,6,attraction00308
trip01058,day2,7,restaurant01793
trip01058,day2,8,hotel01969
trip01058,day3,1,hotel01969
trip01058,day3,2,attraction00320
trip01058,day3,3,attraction00363
trip01058,day3,4,restaurant01019
trip01058,day3,5,attraction00349
trip01058,day3,6,hotel01969
trip01058,day4,1,hotel01969
trip01058,day4,2,attraction00369
trip01058,day4,3,restaurant01767
trip01058,day4,4,attraction00358
trip01058,day4,5,attraction00372
trip01058,day4,6,restaurant01787
trip01058,day4,7,hotel01969
trip01059,day1,1,hotel01976
trip01059,day1,2,attraction00308
trip01059,day1,3,restaurant01002
trip01059,day1,4,restaurant01019
trip01059,day1,5,attraction00331
trip01059,day1,6,attraction00366
trip01059,day1,7,hotel01976
trip01059,day2,1,hotel01976
trip01059,day2,2,restaurant01773
trip01059,day2,3,restaurant01775
trip01059,day2,4,restaurant00990
trip01059,day2,5,restaurant00975
trip01059,day2,6,attraction00305
trip01059,day2,7,hotel01976
trip01059,day3,1,hotel01976
trip01059,day3,2,attraction00299
trip01059,day3,3,restaurant00991
trip01059,day3,4,restaurant00974
trip01059,day3,5,attraction00338
trip01059,day3,6,attraction00330
trip01059,day3,7,hotel01976
trip01059,day4,1,hotel01976
trip01059,day4,2,restaurant01798
trip01059,day4,3,attraction00359
trip01059,day4,4,attraction00304
trip01059,day4,5,restaurant01008
trip01059,day4,6,attraction00364
trip01059,day4,7,attraction00386
trip01059,day4,8,hotel01976
trip01060,day1,1,hotel01964
trip01060,day1,2,restaurant01000
trip01060,day1,3,attraction00300
trip01060,day1,4,attraction00368
trip01060,day1,5,restaurant01775
trip01060,day1,6,attraction00320
trip01060,day1,7,restaurant01789
trip01060,day1,8,hotel01964
trip01061,day1,1,hotel01992
trip01061,day1,2,attraction00376
trip01061,day1,3,attraction00387
trip01061,day1,4,attraction00324
trip01061,day1,5,restaurant01003
trip01061,day1,6,attraction00364
trip01061,day1,7,hotel01992
trip01062,day1,1,hotel01992
trip01062,day1,2,restaurant00994
trip01062,day1,3,attraction00322
trip01062,day1,4,attraction00344
trip01062,day1,5,restaurant01012
trip01062,day1,6,attraction00312
trip01062,day1,7,attraction00403
trip01062,day1,8,attraction00367
trip01062,day1,9,hotel01992
trip01062,day2,1,hotel01992
trip01062,day2,2,attraction00387
trip01062,day2,3,attraction00377
trip01062,day2,4,restaurant01020
trip01062,day2,5,attraction00353
trip01062,day2,6,hotel01992
trip01062,day3,1,hotel01992
trip01062,day3,2,restaurant01790
trip01062,day3,3,restaurant01775
trip01062,day3,4,restaurant01017
trip01062,day3,5,attraction00307
trip01062,day3,6,restaurant00982
trip01062,day3,7,hotel01992
trip01063,day1,1,hotel01975
trip01063,day1,2,restaurant00994
trip01063,day1,3,attraction00324
trip01063,day1,4,attraction00309
trip01063,day1,5,attraction00379
trip01063,day1,6,attraction00387
trip01063,day1,7,hotel01975
trip01063,day2,1,hotel01975
trip01063,day2,2,restaurant01788
trip01063,day2,3,attraction00392
trip01063,day2,4,attraction00304
trip01063,day2,5,attraction00332
trip01063,day2,6,restaurant00984
trip01063,day2,7,attraction00330
trip01063,day2,8,attraction00327
trip01063,day2,9,hotel01975
trip01064,day1,1,hotel01957
trip01064,day1,2,restaurant01006
trip01064,day1,3,attraction00328
trip01064,day1,4,restaurant00981
trip01064,day1,5,attraction00359
trip01064,day1,6,attraction00313
trip01064,day1,7,attraction00354
trip01064,day1,8,attraction00338
trip01064,day1,9,hotel01957
trip01064,day2,1,hotel01957
trip01064,day2,2,attraction00336
trip01064,day2,3,attraction00321
trip01064,day2,4,attraction00315
trip01064,day2,5,restaurant01006
trip01064,day2,6,attraction00317
trip01064,day2,7,restaurant01015
trip01064,day2,8,attraction00308
trip01064,day2,9,hotel01957
trip01065,day1,1,hotel01947
trip01065,day1,2,restaurant00997
trip01065,day1,3,restaurant01764
trip01065,day1,4,restaurant01003
trip01065,day1,5,attraction00348
trip01065,day1,6,hotel01947
trip01065,day2,1,hotel01947
trip01065,day2,2,restaurant01020
trip01065,day2,3,attraction00322
trip01065,day2,4,attraction00396
trip01065,day2,5,restaurant00982
trip01065,day2,6,attraction00357
trip01065,day2,7,hotel01947
trip01066,day1,1,hotel01997
trip01066,day1,2,attraction00327
trip01066,day1,3,attraction00336
trip01066,day1,4,restaurant00999
trip01066,day1,5,attraction00359
trip01066,day1,6,attraction00307
trip01066,day1,7,attraction00390
trip01066,day1,8,hotel01997
trip01067,day1,1,hotel01980
trip01067,day1,2,restaurant01785
trip01067,day1,3,restaurant01795
trip01067,day1,4,attraction00333
trip01067,day1,5,attraction00358
trip01067,day1,6,restaurant01793
trip01067,day1,7,hotel01980
trip01067,day2,1,hotel01980
trip01067,day2,2,restaurant01007
trip01067,day2,3,attraction00318
trip01067,day2,4,restaurant00988
trip01067,day2,5,attraction00400
trip01067,day2,6,restaurant01005
trip01067,day2,7,hotel01980
trip01067,day3,1,hotel01980
trip01067,day3,2,restaurant01789
trip01067,day3,3,restaurant00993
trip01067,day3,4,restaurant01015
trip01067,day3,5,attraction00382
trip01067,day3,6,attraction00361
trip01067,day3,7,hotel01980
trip01068,day1,1,hotel01939
trip01068,day1,2,restaurant01781
trip01068,day1,3,restaurant01785
trip01068,day1,4,attraction00298
trip01068,day1,5,restaurant01797
trip01068,day1,6,restaurant00997
trip01068,day1,7,hotel01939
trip01069,day1,1,hotel01977
trip01069,day1,2,attraction00335
trip01069,day1,3,attraction00300
trip01069,day1,4,attraction00299
trip01069,day1,5,restaurant00998
trip01069,day1,6,restaurant00986
trip01069,day1,7,hotel01977
trip01070,day1,1,hotel01946
trip01070,day1,2,restaurant01007
trip01070,day1,3,attraction00314
trip01070,day1,4,restaurant01765
trip01070,day1,5,restaurant01017
trip01070,day1,6,restaurant01792
trip01070,day1,7,hotel01946
trip01070,day2,1,hotel01946
trip01070,day2,2,restaurant01784
trip01070,day2,3,attraction00351
trip01070,day2,4,restaurant00981
trip01070,day2,5,attraction00348
trip01070,day2,6,restaurant01779
trip01070,day2,7,hotel01946
trip01070,day3,1,hotel01946
trip01070,day3,2,attraction00304
trip01070,day3,3,restaurant00985
trip01070,day3,4,attraction00317
trip01070,day3,5,attraction00396
trip01070,day3,6,restaurant01794
trip01070,day3,7,hotel01946
trip01070,day4,1,hotel01946
trip01070,day4,2,restaurant00978
trip01070,day4,3,attraction00402
trip01070,day4,4,restaurant01783
trip01070,day4,5,attraction00365
trip01070,day4,6,attraction00331
trip01070,day4,7,attraction00372
trip01070,day4,8,hotel01946
trip01071,day1,1,hotel01946
trip01071,day1,2,attraction00298
trip01071,day1,3,attraction00392
trip01071,day1,4,attraction00365
trip01071,day1,5,attraction00370
trip01071,day1,6,restaurant01017
trip01071,day1,7,attraction00400
trip01071,day1,8,restaurant01765
trip01071,day1,9,hotel01946
trip01071,day2,1,hotel01946
trip01071,day2,2,restaurant01794
trip01071,day2,3,attraction00328
trip01071,day2,4,attraction00397
trip01071,day2,5,restaurant01008
trip01071,day2,6,restaurant01789
trip01071,day2,7,restaurant00983
trip01071,day2,8,hotel01946
trip01071,day3,1,hotel01946
trip01071,day3,2,restaurant00977
trip01071,day3,3,attraction00362
trip01071,day3,4,restaurant00987
trip01071,day3,5,restaurant00975
trip01071,day3,6,hotel01946
trip01072,day1,1,hotel01962
trip01072,day1,2,restaurant01008
trip01072,day1,3,restaurant01774
trip01072,day1,4,restaurant00975
trip01072,day1,5,attraction00337
trip01072,day1,6,attraction00400
trip01072,day1,7,hotel01962
trip01073,day1,1,hotel01954
trip01073,day1,2,restaurant01763
trip01073,day1,3,attraction00362
trip01073,day1,4,attraction00402
trip01073,day1,5,attraction00369
trip01073,day1,6,restaurant00976
trip01073,day1,7,attraction00332
trip01073,day1,8,hotel01954
trip01073,day2,1,hotel01954
trip01073,day2,2,attraction00389
trip01073,day2,3,restaurant01786
trip01073,day2,4,attraction00330
trip01073,day2,5,attraction00375
trip01073,day2,6,restaurant01771
trip01073,day2,7,attraction00329
trip01073,day2,8,attraction00340
trip01073,day2,9,hotel01954
trip01074,day1,1,hotel01943
trip01074,day1,2,attraction00343
trip01074,day1,3,restaurant01014
trip01074,day1,4,attraction00361
trip01074,day1,5,attraction00399
trip01074,day1,6,restaurant01797
trip01074,day1,7,attraction00366
trip01074,day1,8,hotel01943
trip01074,day2,1,hotel01943
trip01074,day2,2,restaurant01006
trip01074,day2,3,attraction00340
trip01074,day2,4,restaurant00991
trip01074,day2,5,attraction00376
trip01074,day2,6,attraction00346
trip01074,day2,7,hotel01943
trip01075,day1,1,hotel01959
trip01075,day1,2,attraction00385
trip01075,day1,3,attraction00406
trip01075,day1,4,restaurant01786
trip01075,day1,5,attraction00397
trip01075,day1,6,restaurant00997
trip01075,day1,7,hotel01959
trip01075,day2,1,hotel01959
trip01075,day2,2,restaurant01001
trip01075,day2,3,attraction00312
trip01075,day2,4,restaurant01787
trip01075,day2,5,attraction00360
trip01075,day2,6,restaurant00974
trip01075,day2,7,hotel01959
trip01076,day1,1,hotel01972
trip01076,day1,2,restaurant00999
trip01076,day1,3,restaurant00999
trip01076,day1,4,attraction00350
trip01076,day1,5,attraction00317
trip01076,day1,6,restaurant00991
trip01076,day1,7,hotel01972
trip01076,day2,1,hotel01972
trip01076,day2,2,restaurant01780
trip01076,day2,3,attraction00373
trip01076,day2,4,restaurant01003
trip01076,day2,5,attraction00331
trip01076,day2,6,restaurant00991
trip01076,day2,7,hotel01972
trip01076,day3,1,hotel01972
trip01076,day3,2,restaurant01000
trip01076,day3,3,attraction00302
trip01076,day3,4,attraction00372
trip01076,day3,5,attraction00346
trip01076,day3,6,restaurant00979
trip01076,day3,7,attraction00402
trip01076,day3,8,attraction00389
trip01076,day3,9,hotel01972
trip01077,day1,1,hotel01977
trip01077,day1,2,attraction00314
trip01077,day1,3,attraction00337
trip01077,day1,4,attraction00375
trip01077,day1,5,attraction00371
trip01077,day1,6,restaurant01007
trip01077,day1,7,restaurant01797
trip01077,day1,8,attraction00382
trip01077,day1,9,hotel01977
trip01077,day2,1,hotel01977
trip01077,day2,2,attraction00322
trip01077,day2,3,attraction00315
trip01077,day2,4,restaurant01775
trip01077,day2,5,restaurant01019
trip01077,day2,6,hotel01977
trip01078,day1,1,hotel01988
trip01078,day1,2,attraction00386
trip01078,day1,3,attraction00368
trip01078,day1,4,restaurant01793
trip01078,day1,5,attraction00390
trip01078,day1,6,attraction00359
trip01078,day1,7,attraction00354
trip01078,day1,8,restaurant00997
trip01078,day1,9,hotel01988
trip01079,day1,1,hotel01948
trip01079,day1,2,restaurant00973
trip01079,day1,3,attraction00400
trip01079,day1,4,restaurant01777
trip01079,day1,5,restaurant01015
trip01079,day1,6,attraction00327
trip01079,day1,7,attraction00300
trip01079,day1,8,hotel01948
trip01080,day1,1,hotel01960
trip01080,day1,2,attraction00354
trip01080,day1,3,restaurant01011
trip01080,day1,4,restaurant00980
trip01080,day1,5,attraction00363
trip01080,day1,6,attraction00373
trip01080,day1,7,hotel01960
trip01080,day2,1,hotel01960
trip01080,day2,2,restaurant01794
trip01080,day2,3,restaurant01020
trip01080,day2,4,restaurant01793
trip01080,day2,5,attraction00320
trip01080,day2,6,attraction00312
trip01080,day2,7,hotel01960
trip01080,day3,1,hotel01960
trip01080,day3,2,restaurant01779
trip01080,day3,3,attraction00376
trip01080,day3,4,restaurant01017
trip01080,day3,5,attraction00330
trip01080,day3,6,hotel01960
trip01081,day1,1,hotel01953
trip01081,day1,2,restaurant01763
trip01081,day1,3,restaurant01799
trip01081,day1,4,attraction00346
trip01081,day1,5,restaurant01004
trip01081,day1,6,hotel01953
trip01081,day2,1,hotel01953
trip01081,day2,2,restaurant01778
trip01081,day2,3,attraction00344
trip01081,day2,4,restaurant01779
trip01081,day2,5,restaurant01777
trip01081,day2,6,hotel01953
trip01082,day1,1,hotel01946
trip01082,day1,2,attraction00389
trip01082,day1,3,restaurant01768
trip01082,day1,4,restaurant01797
trip01082,day1,5,attraction00319
trip01082,day1,6,restaurant00984
trip01082,day1,7,hotel01946
trip01082,day2,1,hotel01946
trip01082,day2,2,restaurant01790
trip01082,day2,3,restaurant01775
trip01082,day2,4,attraction00404
trip01082,day2,5,attraction00375
trip01082,day2,6,restaurant01769
trip01082,day2,7,restaurant00992
trip01082,day2,8,hotel01946
trip01082,day3,1,hotel01946
trip01082,day3,2,attraction00338
trip01082,day3,3,restaurant01005
trip01082,day3,4,attraction00320
trip01082,day3,5,restaurant01796
trip01082,day3,6,attraction00302
trip01082,day3,7,hotel01946
trip01082,day4,1,hotel01946
trip01082,day4,2,restaurant01777
trip01082,day4,3,attraction00336
trip01082,day4,4,restaurant01015
trip01082,day4,5,attraction00383
trip01082,day4,6,restaurant01789
trip01082,day4,7,hotel01946
trip01083,day1,1,hotel01975
trip01083,day1,2,restaurant00995
trip01083,day1,3,attraction00333
trip01083,day1,4,restaurant00999
trip01083,day1,5,attraction00378
trip01083,day1,6,attraction00308
trip01083,day1,7,attraction00400
trip01083,day1,8,attraction00348
trip01083,day1,9,hotel01975
trip01084,day1,1,hotel01969
trip01084,day1,2,restaurant01778
trip01084,day1,3,attraction00331
trip01084,day1,4,restaurant01775
trip01084,day1,5,attraction00344
trip01084,day1,6,hotel01969
trip01084,day2,1,hotel01969
trip01084,day2,2,restaurant00985
trip01084,day2,3,restaurant01797
trip01084,day2,4,attraction00366
trip01084,day2,5,restaurant01772
trip01084,day2,6,hotel01969
trip01084,day3,1,hotel01969
trip01084,day3,2,restaurant01797
trip01084,day3,3,restaurant01787
trip01084,day3,4,restaurant00975
trip01084,day3,5,attraction00327
trip01084,day3,6,attraction00385
trip01084,day3,7,attraction00349
trip01084,day3,8,hotel01969
trip01085,day1,1,hotel01991
trip01085,day1,2,restaurant01781
trip01085,day1,3,attraction00328
trip01085,day1,4,attraction00305
trip01085,day1,5,attraction00346
trip01085,day1,6,attraction00320
trip01085,day1,7,hotel01991
trip01085,day2,1,hotel01991
trip01085,day2,2,attraction00383
trip01085,day2,3,restaurant00997
trip01085,day2,4,restaurant00990
trip01085,day2,5,restaurant00989
trip01085,day2,6,restaurant01791
trip01085,day2,7,hotel01991
trip01085,day3,1,hotel01991
trip01085,day3,2,restaurant01796
trip01085,day3,3,attraction00343
trip01085,day3,4,attraction00396
trip01085,day3,5,restaurant01798
trip01085,day3,6,hotel01991
trip01086,day1,1,hotel01954
trip01086,day1,2,restaurant01782
trip01086,day1,3,restaurant00998
trip01086,day1,4,restaurant01776
trip01086,day1,5,attraction00352
trip01086,day1,6,attraction00313
trip01086,day1,7,attraction00347
trip01086,day1,8,hotel01954
trip01086,day2,1,hotel01954
trip01086,day2,2,restaurant01781
trip01086,day2,3,attraction00378
trip01086,day2,4,restaurant01763
trip01086,day2,5,restaurant01003
trip01086,day2,6,restaurant01017
trip01086,day2,7,hotel01954
trip01086,day3,1,hotel01954
trip01086,day3,2,restaurant00989
trip01086,day3,3,attraction00397
trip01086,day3,4,attraction00363
trip01086,day3,5,attraction00332
trip01086,day3,6,hotel01954
trip01086,day4,1,hotel01954
trip01086,day4,2,attraction00362
trip01086,day4,3,attraction00393
trip01086,day4,4,restaurant01763
trip01086,day4,5,restaurant01779
trip01086,day4,6,hotel01954
trip01087,day1,1,hotel01972
trip01087,day1,2,restaurant00976
trip01087,day1,3,attraction00359
trip01087,day1,4,restaurant01008
trip01087,day1,5,restaurant01766
trip01087,day1,6,restaurant01020
trip01087,day1,7,hotel01972
trip01088,day1,1,hotel01937
trip01088,day1,2,attraction00378
trip01088,day1,3,restaurant01795
trip01088,day1,4,restaurant01776
trip01088,day1,5,attraction00315
trip01088,day1,6,hotel01937
trip01089,day1,1,hotel01964
trip01089,day1,2,attraction00353
trip01089,day1,3,attraction00338
trip01089,day1,4,restaurant00973
trip01089,day1,5,restaurant01764
trip01089,day1,6,hotel01964
trip01090,day1,1,hotel01957
trip01090,day1,2,restaurant01012
trip01090,day1,3,restaurant01013
trip01090,day1,4,restaurant00990
trip01090,day1,5,attraction00350
trip01090,day1,6,attraction00364
trip01090,day1,7,hotel01957
trip01090,day2,1,hotel01957
trip01090,day2,2,attraction00314
trip01090,day2,3,restaurant00991
trip01090,day2,4,restaurant00982
trip01090,day2,5,attraction00382
trip01090,day2,6,restaurant01004
trip01090,day2,7,restaurant01789
trip01090,day2,8,hotel01957
trip01091,day1,1,hotel01982
trip01091,day1,2,restaurant01776
trip01091,day1,3,attraction00322
trip01091,day1,4,restaurant00997
trip01091,day1,5,attraction00391
trip01091,day1,6,attraction00360
trip01091,day1,7,attraction00336
trip01091,day1,8,hotel01982
trip01091,day2,1,hotel01982
trip01091,day2,2,attraction00337
trip01091,day2,3,restaurant00995
trip01091,day2,4,restaurant01014
trip01091,day2,5,attraction00389
trip01091,day2,6,hotel01982
trip01091,day3,1,hotel01982
trip01091,day3,2,attraction00357
trip01091,day3,3,restaurant00977
trip01091,day3,4,attraction00398
trip01091,day3,5,attraction00393
trip01091,day3,6,attraction00350
trip01091,day3,7,attraction00318
trip01091,day3,8,hotel01982
trip01091,day4,1,hotel01982
trip01091,day4,2,attraction00361
trip01091,day4,3,attraction00331
trip01091,day4,4,attraction00396
trip01091,day4,5,restaurant00974
trip01091,day4,6,hotel01982
trip01092,day1,1,hotel01971
trip01092,day1,2,attraction00386
trip01092,day1,3,attraction00299
trip01092,day1,4,attraction00316
trip01092,day1,5,restaurant01019
trip01092,day1,6,restaurant01009
trip01092,day1,7,hotel01971
trip01092,day2,1,hotel01971
trip01092,day2,2,restaurant00976
trip01092,day2,3,attraction00318
trip01092,day2,4,restaurant00980
trip01092,day2,5,attraction00308
trip01092,day2,6,attraction00397
trip01092,day2,7,restaurant01019
trip01092,day2,8,hotel01971
trip01092,day3,1,hotel01971
trip01092,day3,2,attraction00380
trip01092,day3,3,restaurant00989
trip01092,day3,4,attraction00335
trip01092,day3,5,restaurant01799
trip01092,day3,6,hotel01971
trip01093,day1,1,hotel01946
trip01093,day1,2,restaurant01768
trip01093,day1,3,restaurant01774
trip01093,day1,4,restaurant01002
trip01093,day1,5,attraction00313
trip01093,day1,6,hotel01946
trip01093,day2,1,hotel01946
trip01093,day2,2,attraction00357
trip01093,day2,3,attraction00316
trip01093,day2,4,attraction00403
trip01093,day2,5,attraction00356
trip01093,day2,6,restaurant00983
trip01093,day2,7,attraction00391
trip01093,day2,8,hotel01946
trip01094,day1,1,hotel01995
trip01094,day1,2,attraction00344
trip01094,day1,3,attraction00353
trip01094,day1,4,restaurant00991
trip01094,day1,5,attraction00307
trip01094,day1,6,restaurant00978
trip01094,day1,7,hotel01995
trip01094,day2,1,hotel01995
trip01094,day2,2,restaurant00999
trip01094,day2,3,restaurant01015
trip01094,day2,4,restaurant01005
trip01094,day2,5,attraction00300
trip01094,day2,6,attraction00314
trip01094,day2,7,hotel01995
trip01094,day3,1,hotel01995
trip01094,day3,2,attraction00389
trip01094,day3,3,attraction00403
trip01094,day3,4,attraction00375
trip01094,day3,5,restaurant01791
trip01094,day3,6,attraction00340
trip01094,day3,7,hotel01995
trip01095,day1,1,hotel01958
trip01095,day1,2,attraction00320
trip01095,day1,3,attraction00366
trip01095,day1,4,attraction00333
trip01095,day1,5,attraction00361
trip01095,day1,6,restaurant01795
trip01095,day1,7,attraction00344
trip01095,day1,8,hotel01958
trip01096,day1,1,hotel01958
trip01096,day1,2,restaurant01798
trip01096,day1,3,attraction00333
trip01096,day1,4,attraction00354
trip01096,day1,5,restaurant01798
trip01096,day1,6,restaurant00973
trip01096,day1,7,restaurant01771
trip01096,day1,8,hotel01958
trip01096,day2,1,hotel01958
trip01096,day2,2,attraction00405
trip01096,day2,3,attraction00338
trip01096,day2,4,restaurant01772
trip01096,day2,5,restaurant01000
trip01096,day2,6,restaurant00994
trip01096,day2,7,hotel01958
trip01096,day3,1,hotel01958
trip01096,day3,2,restaurant01784
