poi_id,name,name_norm,place_suffix,address,city,city_norm,latitude,longitude,phone,price,price_text,rating,type,category,url,website
restaurant01359,Rauta House Cafe,rauta house,cafe,"1 Ngõ 97 Nguyễn Chí Thanh, Láng Hạ, Đống Đa, Hà Nội",Hà Nội,ha noi,21.0185575,105.8078994,,100000,"100,000",4.4,Coffee Shop,Restaurant,https://www.google.com/maps/place/Rauta+House+Cafe/data=!4m7!3m6!1s0x3135ab6723103cd1:0xb41f3c59e1fe504b!8m2!3d21.0185575!4d105.8078994!16s%2Fg%2F1q64phjzh!19sChIJ0TwQI2erNTERS1D-4Vk8H7Q?authuser=0&hl=en&rclk=1,https://www.foody.vn/ha-noi/rauta-house-cafe-nguyen-chi-thanh
restaurant01360,Tranquil Books & Coffee - 5 Nguyễn Quang Bích,tranquil books 5 nguyen quang bich,cafe,"5 P. Nguyễn Quang Bích, Cửa Đông, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0325127,105.845655,0395 049 075 ,100000,"100,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/Tranquil+Books+%26+Coffee+-+5+Nguy%E1%BB%85n+Quang+B%C3%ADch/data=!4m7!3m6!1s0x3135abbde9063369:0xbf96ad80074120f2!8m2!3d21.0325127!4d105.845655!16s%2Fg%2F11b86hfnd5!19sChIJaTMG6b2rNTER8iBBB4Ctlr8?authuser=0&hl=en&rclk=1,https://www.facebook.com/cafetranquil/
restaurant01361,The Coffee House,the house,cafe,"23M P. Hai Bà Trưng, Hàng Bài, Hoàn Kiếm, Hà Nội 100000",Hà Nội,ha noi,21.0239774,105.8530593,1800 6936 ,100000,"100,000",4.4,Coffee Shop,Restaurant,https://www.google.com/maps/place/The+Coffee+House/data=!4m7!3m6!1s0x3135abecaf03fbc3:0x7e781997d56b4e86!8m2!3d21.0239774!4d105.8530593!16s%2Fg%2F11cjkvkv5h!19sChIJw_sDr-yrNTERhk5r1ZcZeH4?authuser=0&hl=en&rclk=1,https://thecoffeehouse.com/
restaurant01362,RAAW Coffee hàng buồm,raaw hang buom,cafe,"15 hàng buồm hà nội, Hanoi City, 100000",,,21.0359034,105.8523967,0984 881 946 ,100000,"100,000",4.8,Coffee Shop,Restaurant,https://www.google.com/maps/place/RAAW+Coffee+h%C3%A0ng+bu%E1%BB%93m/data=!4m7!3m6!1s0x3135ab4407f2377f:0xdc0debed27cbedd8!8m2!3d21.0359034!4d105.8523967!16s%2Fg%2F11rtslvmwl!19sChIJfzfyB0SrNTER2O3LJ-3rDdw?authuser=0&hl=en&rclk=1,http://raaw.coffee/
restaurant01363,Cafe Minh,minh,cafe,"53 B P. Lương Ngọc Quyến, Hàng Buồm, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.034759,105.851802,0912 513 894 ,100000,"100,000",5.0,Coffee Shop,Restaurant,https://www.google.com/maps/place/Cafe+Minh/data=!4m7!3m6!1s0x3135ab8fb8af4a13:0x173867f93af3761e!8m2!3d21.034759!4d105.851802!16s%2Fg%2F11tmzbm8yy!19sChIJE0qvuI-rNTERHnbzOvlnOBc?authuser=0&hl=en&rclk=1,
restaurant01364,All Day Coffee,all day,cafe,"55 P. Hàng Bún, Quán Thánh, Ba Đình, Hà Nội",Hà Nội,ha noi,21.0410117,105.844568,024 6661 5616 ,100000,"100,000",4.4,Coffee Shop,Restaurant,https://www.google.com/maps/place/All+Day+Coffee/data=!4m7!3m6!1s0x3135ab1e9829bded:0x4af815d85057b7e2!8m2!3d21.0410117!4d105.844568!16s%2Fg%2F11j7gl2l93!19sChIJ7b0pmB6rNTER4rdXUNgV-Eo?authuser=0&hl=en&rclk=1,http://facebook.com/alldaycoffeevn/
restaurant01365,THE WISELANDS Coffee,the wiselands,cafe,"17 Xóm Hà Hồi, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0211171,105.8476485,0911 660 177 ,100000,"100,000",4.6,Coffee Shop,Restaurant,https://www.google.com/maps/place/THE+WISELANDS+Coffee/data=!4m7!3m6!1s0x3135ab4057848539:0xe96a4b2062e1ccb0!8m2!3d21.0211171!4d105.8476485!16s%2Fg%2F11pv4xm3y6!19sChIJOYWEV0CrNTERsMzhYiBLauk?authuser=0&hl=en&rclk=1,https://wiselands.vn/
restaurant01366,THAIYEN CAFE Quán Thánh,thaiyen quan thanh,cafe,"182- 184, 182 P. Quán Thánh, Quán Thánh, Ba Đình, Hà Nội 10000",Hà Nội,ha noi,21.042939,105.8391546,0989 750 180 ,100000,"100,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/THAIYEN+CAFE+Qu%C3%A1n+Th%C3%A1nh/data=!4m7!3m6!1s0x3135aba565d60de5:0x649f509cf7ad9562!8m2!3d21.042939!4d105.8391546!16s%2Fg%2F11g72699m6!19sChIJ5Q3WZaWrNTERYpWt95xQn2Q?authuser=0&hl=en&rclk=1,https://thaiyencafe.com/
restaurant01367,Bancông Cafe & Restaurant,bancong cafe,restaurant,"Số 2 P. Đinh Liệt, Hàng Đào, Hoàn Kiếm, Hà Nội 100000",Hà Nội,ha noi,21.0337234,105.8519764,0965 300 860 ,200000,"200,000",4.8,Coffee Shop,Restaurant,https://www.google.com/maps/place/Banc%C3%B4ng+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x3135abb2f0780dd1:0xe1da2a3e23851876!8m2!3d21.0337234!4d105.8519764!16s%2Fg%2F11h5411lf0!19sChIJ0Q148LKrNTERdhiFIz4q2uE?authuser=0&hl=en&rclk=1,http://www.banconghanoi.com/
restaurant01368,The Little Plan café - Kế Hoạch Nhỏ café,the little plan ke hoach nho,cafe,"11 Phủ Doãn Hà Nội Hanoi City, 110212",Hà Nội,ha noi,21.0298978,105.8478322,0944 529 643 ,100000,"100,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/The+Little+Plan+caf%C3%A9+-+K%E1%BA%BF+Ho%E1%BA%A1ch+Nh%E1%BB%8F+caf%C3%A9/data=!4m7!3m6!1s0x3135ab95ee9c773d:0xba50b8f1390f6ef9!8m2!3d21.0298978!4d105.8478322!16s%2Fg%2F11f39__kb4!19sChIJPXec7pWrNTER-W4POfG4ULo?authuser=0&hl=en&rclk=1,http://www.facebook.com/thelittleplan.cafe/
restaurant01369,Cafe Phố Cổ,pho co,cafe,"11 P. Hàng Gai, Hàng Trống, Hoàn Kiếm, Hà Nội 10000",Hà Nội,ha noi,21.0322129,105.8510511,024 3928 8153 ,100000,"100,000",4.3,Coffee Shop,Restaurant,https://www.google.com/maps/place/Cafe+Ph%E1%BB%91+C%E1%BB%95/data=!4m7!3m6!1s0x3135abbeed1a0639:0x1aa441a5b73b8bce!8m2!3d21.0322129!4d105.8510511!16s%2Fg%2F1tg4hvx2!19sChIJOQYa7b6rNTERzos7t6VBpBo?authuser=0&hl=en&rclk=1,
restaurant01370,Blackbird Coffee,blackbird,cafe,"5 P. Chân Cầm, Hàng Trống, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0303182,105.8485126,0389 513 053 ,100000,"100,000",4.6,Coffee Shop,Restaurant,https://www.google.com/maps/place/Blackbird+Coffee/data=!4m7!3m6!1s0x3135ab4ceeff3cbb:0xca4f0cd2de5c07dc!8m2!3d21.0303182!4d105.8485126!16s%2Fg%2F11f62dzqyq!19sChIJuzz_7kyrNTER3Adc3tIMT8o?authuser=0&hl=en&rclk=1,http://www.facebook.com/blackbirdcoffeevn
restaurant01371,All Day Coffee,all day,cafe,"37 P. Quang Trung, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0205794,105.8483609,024 6686 8090 ,100000,"100,000",4.3,Coffee Shop,Restaurant,https://www.google.com/maps/place/All+Day+Coffee/data=!4m7!3m6!1s0x3135ab00461c9e1b:0xe1d3929b1f819e55!8m2!3d21.0205794!4d105.8483609!16s%2Fg%2F11w3knmyl0!19sChIJG54cRgCrNTERVZ6BH5uS0-E?authuser=0&hl=en&rclk=1,https://www.facebook.com/alldaycoffeevn
restaurant01372,Hanoi Coffee Culture,hanoi culture,cafe,"45 P. Nguyễn Hữu Huân, Phố cổ Hà Nội, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0333014,105.8545476,0985 635 645 ,100000,"100,000",4.8,Coffee Shop,Restaurant,https://www.google.com/maps/place/Hanoi+Coffee+Culture/data=!4m7!3m6!1s0x3135ab95a12244f1:0x377e0b79ace56b25!8m2!3d21.0333014!4d105.8545476!16s%2Fg%2F11vf58jdm2!19sChIJ8UQioZWrNTERJWvlrHkLfjc?authuser=0&hl=en&rclk=1,
restaurant01373,LA Cà Phê,la,cafe,"44 P. Phùng Hưng, Hàng Bông, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0292886,105.844419,0977 387 373 ,100000,"100,000",4.9,Coffee Shop,Restaurant,https://www.google.com/maps/place/LA+C%C3%A0+Ph%C3%AA/data=!4m7!3m6!1s0x3135abd81799355d:0xcc99f788f641cf71!8m2!3d21.0292886!4d105.844419!16s%2Fg%2F11twtxj_mn!19sChIJXTWZF9irNTERcc9B9oj3mcw?authuser=0&hl=en&rclk=1,
restaurant01374,Cafe Thai,thai,cafe,"27 P. Triệu Việt Vương, Nguyễn Du, Hai Bà Trưng, Hà Nội",Hà Nội,ha noi,21.0173681,105.850484,0903 451 608 ,100000,"100,000",4.3,Coffee Shop,Restaurant,https://www.google.com/maps/place/Cafe+Thai/data=!4m7!3m6!1s0x3135ab8d1033d6cd:0x69b81d18c5d7af84!8m2!3d21.0173681!4d105.850484!16s%2Fg%2F1tw1b98f!19sChIJzdYzEI2rNTERhK_XxRgduGk?authuser=0&hl=en&rclk=1,https://www.facebook.com/CafeThai27TrieuVietVuong/
restaurant01375,Maison de Éte,maison de ete,temple,"17 Ng. 4C P. Đặng Văn Ngữ, D3 tập thể, Đống Đa, Hà Nội",Hà Nội,ha noi,21.0101299,105.8320565,0364 480 986 ,100000,"100,000",4.6,Coffee Shop,Restaurant,https://www.google.com/maps/place/Maison+de+%C3%89te/data=!4m7!3m6!1s0x3135abbc62cadeed:0x245f3b37473907ed!8m2!3d21.0101299!4d105.8320565!16s%2Fg%2F11hzn3_nps!19sChIJ7d7KYryrNTER7Qc5Rzc7XyQ?authuser=0&hl=en&rclk=1,https://www.foody.vn/ha-noi/maison-de-ete
restaurant01376,80plus Coffee Roastery Nguyễn Thái Học,80plus roastery nguyen thai hoc,cafe,"66 P. Nguyễn Thái Học, Điện Biên, Ba Đình, Hà Nội 11156",Hà Nội,ha noi,21.0305244,105.8365929,0338 013 266 ,100000,"100,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/80plus+Coffee+Roastery+Nguy%E1%BB%85n+Th%C3%A1i+H%E1%BB%8Dc/data=!4m7!3m6!1s0x3135ab9a27679ce1:0xdf2ab774636b7f84!8m2!3d21.0305244!4d105.8365929!16s%2Fg%2F11krs_3bm4!19sChIJ4ZxnJ5qrNTERhH9rY3S3Kt8?authuser=0&hl=en&rclk=1,https://www.facebook.com/80pluscoffeeroastery
restaurant01377,Hanoi Egg Coffee,hanoi egg,cafe,"8 P. Gia Ngư, Hàng Bạc, Hoàn Kiếm, Hà Nội 08404",Hà Nội,ha noi,21.033105,105.853256,0966 960 288 ,100000,"100,000",4.6,Coffee Shop,Restaurant,https://www.google.com/maps/place/Hanoi+Egg+Coffee/data=!4m7!3m6!1s0x3135abc0c29a6681:0x666eae5ebaaa5edb!8m2!3d21.033105!4d105.853256!16s%2Fg%2F11f57fwzt6!19sChIJgWaawsCrNTER216qul6ubmY?authuser=0&hl=en&rclk=1,http://www.hanoieggcoffee.com/
restaurant01378,Cafe Hà,ha,cafe,"Số 3 ngõ 135/31, Đội Cấn, Ba Đình, Hà Nội 100000",Hà Nội,ha noi,21.0354314,105.8278484,,100000,"100,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/Cafe+H%C3%A0/data=!4m7!3m6!1s0x3135ab7c255174b1:0x8d950a6b6d61c732!8m2!3d21.0354314!4d105.8278484!16s%2Fg%2F11qmnns290!19sChIJsXRRJXyrNTERMsdhbWsKlY0?authuser=0&hl=en&rclk=1,
restaurant01379,C’est Si Bon,c est si bon,restaurant,"276 P. Thái Hà, Chợ Dừa, Đống Đa, Hà Nội",Hà Nội,ha noi,21.0148132,105.8179428,0982 596 393 ,200000,"200,000",4.2,Coffee Shop,Restaurant,https://www.google.com/maps/place/C%E2%80%99est+Si+Bon/data=!4m7!3m6!1s0x3135ab63492bc76f:0xb181e6886c1f0299!8m2!3d21.0148132!4d105.8179428!16s%2Fg%2F11d_9df98c!19sChIJb8crSWOrNTERmQIfbIjmgbE?authuser=0&hl=en&rclk=1,
restaurant01380,Cư Xá,cu xa,bridge,"A11 P. Tôn Thất Tùng, Kim Liên, Đống Đa, Hà Nội",Hà Nội,ha noi,21.0051663,105.8308154,0984 696 993 ,100000,"100,000",4.6,Coffee Shop,Restaurant,https://www.google.com/maps/place/C%C6%B0+X%C3%A1/data=!4m7!3m6!1s0x3135ada9d3bde79d:0x93e4be63c96c5d7!8m2!3d21.0051663!4d105.8308154!16s%2Fg%2F11pcwth875!19sChIJnee906mtNTER18WWPOZLPgk?authuser=0&hl=en&rclk=1,https://www.facebook.com/cuxaspace
restaurant01381,Sociō Coffee,socio,cafe,"118A P. Quán Thánh, Quán Thánh, Ba Đình, Hà Nội",Hà Nội,ha noi,21.0423785,105.8430617,,100000,"100,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/Soci%C5%8D+Coffee/data=!4m7!3m6!1s0x3135ab11aa8f801f:0xfe6efa8e7a86f1a2!8m2!3d21.0423785!4d105.8430617!16s%2Fg%2F11mwv8blrg!19sChIJH4CPqhGrNTERovGGeo76bv4?authuser=0&hl=en&rclk=1,https://www.facebook.com/sociocoffee.hanoi
restaurant01382,Ro Coffee,ro,cafe,"7A P. Tống Duy Tân, Hàng Bông, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0294425,105.8438564,0942 591 665 ,100000,"100,000",4.8,Coffee Shop,Restaurant,https://www.google.com/maps/place/Ro+Coffee/data=!4m7!3m6!1s0x3135abcf7a0f599b:0x1bf28d941fc8198c!8m2!3d21.0294425!4d105.8438564!16s%2Fg%2F11qbxyr7l4!19sChIJm1kPes-rNTERjBnIH5SN8hs?authuser=0&hl=en&rclk=1,
restaurant01383,Phin bar by refined,phin bar by refined,restaurant,"43 P. Văn Miếu, Văn Miếu – Quốc Tử Giám, Đống Đa, Hà Nội",Hà Nội,ha noi,21.028107,105.8362971,,100000,"100,000",4.9,Bar/Pub,Restaurant,https://www.google.com/maps/place/Phin+bar+by+refined./data=!4m7!3m6!1s0x3135abf7c8516101:0x6d0562287e6a683b!8m2!3d21.028107!4d105.8362971!16s%2Fg%2F11r9g75560!19sChIJAWFRyPerNTERO2hqfihiBW0?authuser=0&hl=en&rclk=1,http://refined.vn/
restaurant01384,Kafela Cafe,kafela,cafe,"16 Ngõ 2 Giảng Võ, Kim Mã, Ba Đình, Hà Nội",Hà Nội,ha noi,21.0316788,105.8292885,0865 952 586 ,100000,"100,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/Kafela+Cafe/data=!4m7!3m6!1s0x3135ab3985452757:0xc660a5bf0ffb5f7d!8m2!3d21.0316788!4d105.8292885!16s%2Fg%2F11nlg6cn9k!19sChIJVydFhTmrNTERfV_7D7-lYMY?authuser=0&hl=en&rclk=1,https://kafela.vn/
restaurant01385,Loading T café,loading t,cafe,"8 P. Chân Cầm, Hàng Trống, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0305219,105.8485013,0903 342 000 ,100000,"100,000",4.8,Coffee Shop,Restaurant,https://www.google.com/maps/place/Loading+T+caf%C3%A9/data=!4m7!3m6!1s0x3135abdb9ffc1219:0x97909dbd1492fbf6!8m2!3d21.0305219!4d105.8485013!16s%2Fg%2F11t9c6wpd3!19sChIJGRL8n9urNTER9vuSFL2dkJc?authuser=0&hl=en&rclk=1,http://www.loadingtcafe.com/
restaurant01386,The Beginning Coffee,the beginning,cafe,"51C, Văn Miếu – Quốc Tử Giám, Đống Đa, Hà Nội 10000",Hà Nội,ha noi,21.0278287,105.8364575,0986 271 392 ,100000,"100,000",4.6,Coffee Shop,Restaurant,https://www.google.com/maps/place/The+Beginning+Coffee/data=!4m7!3m6!1s0x3135ab3b5f318c29:0xed1b7444d66a1d6a!8m2!3d21.0278287!4d105.8364575!16s%2Fg%2F11v07h_t_z!19sChIJKYwxXzurNTERah1q1kR0G-0?authuser=0&hl=en&rclk=1,https://www.instagram.com/thebeginning.scs/
restaurant01387,Cafe đường tàu,duong tau,cafe,"Đường Tàu/28, P. Khâm Thiên, LiênĐống Đa, Hà Nội 100000",Hà Nội,ha noi,21.0190906,105.8391621,,100000,"100,000",4.4,Coffee Shop,Restaurant,https://www.google.com/maps/place/Cafe+%C4%91%C6%B0%E1%BB%9Dng+t%C3%A0u/data=!4m7!3m6!1s0x3135ab81539731d5:0xbc8deb08e222a16d!8m2!3d21.0190906!4d105.8391621!16s%2Fg%2F11t_hx2v4t!19sChIJ1TGXU4GrNTERbaEi4gjrjbw?authuser=0&hl=en&rclk=1,
restaurant01388,OiA Coffee,oia,cafe,"73 P. Trần Quốc Toản, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0204787,105.8463234,024 2233 7373 ,100000,"100,000",4.6,Coffee Shop,Restaurant,https://www.google.com/maps/place/OiA+Coffee/data=!4m7!3m6!1s0x3135abf40ff37075:0x8d6e41454d13dcda!8m2!3d21.0204787!4d105.8463234!16s%2Fg%2F11n0mkfkzh!19sChIJdXDzD_SrNTER2twTTUVBbo0?authuser=0&hl=en&rclk=1,
restaurant01389,Tiny Cafe| Đội Cấn,tiny doi can,cafe,"ngõ 154 Đội Cấn, Liễu Giai, Ba Đình, Hà Nội",Hà Nội,ha noi,21.0344581,105.8258833,0378 668 000 ,100000,"100,000",4.6,Coffee Shop,Restaurant,https://www.google.com/maps/place/Tiny+Cafe%7C+%C4%90%E1%BB%99i+C%E1%BA%A5n/data=!4m7!3m6!1s0x3135ab0d174c2367:0x3710ebd5680fb737!8m2!3d21.0344581!4d105.8258833!16s%2Fg%2F11ggz75yy_!19sChIJZyNMFw2rNTERN7cPaNXrEDc?authuser=0&hl=en&rclk=1,https://www.foody.vn/ha-noi/tiny-cafe-doi-can
restaurant01390,Soul Specialty Coffee,soul specialty,cafe,"12 P. Đường Thành, Cửa Đông, Hoàn Kiếm, Hà Nội 10000",Hà Nội,ha noi,21.0327026,105.8462588,0902 853 500 ,100000,"100,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/Soul+Specialty+Coffee/data=!4m7!3m6!1s0x3135ab4d61071211:0xf038438560be10cf!8m2!3d21.0327026!4d105.8462588!16s%2Fg%2F11t7z8_s5r!19sChIJERIHYU2rNTERzxC-YIVDOPA?authuser=0&hl=en&rclk=1,http://soulcoffee.vn/
restaurant01391,Cafe Hanoi Moment,hanoi moment,cafe,"62 P. Nguyễn Thái Học, Điện Biên, Ba Đình, Hà Nội 11156",Hà Nội,ha noi,21.0301109,105.8373146,0862 594 003 ,100000,"100,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/Cafe+Hanoi+Moment/data=!4m7!3m6!1s0x3135ab143a4db88f:0x395b1d971f3dc65!8m2!3d21.0301109!4d105.8373146!16s%2Fg%2F11x2snj2b2!19sChIJj7hNOhSrNTERZdzzcdmxlQM?authuser=0&hl=en&rclk=1,http://www.cafehanoimoment.com/
restaurant01392,The Running Bean Nhà Thờ - Coffee and Brunch,the running bean nha tho and brunch,cafe,"22 P. Nhà Thờ, Phường, Hoàn Kiếm, Hà Nội 100000",Hà Nội,ha noi,21.0290723,105.8496485,024 7308 8066 ,300000,"300,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/The+Running+Bean+Nh%C3%A0+Th%E1%BB%9D+-+Coffee+and+Brunch/data=!4m7!3m6!1s0x3135ab88754e04fd:0x816df5e0d8e304cf!8m2!3d21.0290723!4d105.8496485!16s%2Fg%2F11rnnv75k0!19sChIJ_QROdYirNTERzwTj2OD1bYE?authuser=0&hl=en&rclk=1,http://facebook.com/therunningbeanhanoi/
restaurant01393,Căng-tin Caphe,cang tin caphe,cafe,"Đối diện, Ngách 180/29 Kim Hoa, Phương Liên, Đống Đa, Hà Nội",Hà Nội,ha noi,21.0119939,105.8378981,0372 099 359 ,100000,"100,000",4.4,Coffee Shop,Restaurant,https://www.google.com/maps/place/C%C4%83ng-tin+Caphe/data=!4m7!3m6!1s0x3135ab86564863cb:0xe44b753bd8a366d6!8m2!3d21.0119939!4d105.8378981!16s%2Fg%2F11bc741453!19sChIJy2NIVoarNTER1maj2Dt1S-Q?authuser=0&hl=en&rclk=1,
restaurant01394,Kafeville,kafeville,restaurant,"23 P. Yên Ninh, Trúc Bạch, Ba Đình, Hà Nội",Hà Nội,ha noi,21.0430417,105.8444074,0936 425 606 ,100000,"100,000",4.8,Coffee Shop,Restaurant,https://www.google.com/maps/place/Kafeville/data=!4m7!3m6!1s0x3135abb994dd0f21:0x7899ada78c5c94e0!8m2!3d21.0430417!4d105.8444074!16s%2Fg%2F11cmsz8_k1!19sChIJIQ_dlLmrNTER4JRcjKetmXg?authuser=0&hl=en&rclk=1,http://kafeville.com/
restaurant01395,Railway coffee street,railway street,cafe,"2RJW+W36, P. Phùng Hưng, Hàng Mã, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0322784,105.845134,,100000,"100,000",4.4,Coffee Shop,Restaurant,https://www.google.com/maps/place/Railway+coffee+street/data=!4m7!3m6!1s0x3135ab96fc6b79d9:0x25e21c54dbf31a68!8m2!3d21.0322784!4d105.845134!16s%2Fg%2F11frsyhbmp!19sChIJ2Xlr_JarNTERaBrz21Qc4iU?authuser=0&hl=en&rclk=1,
restaurant01396,Cedar Coffee & Tea,cedar tea,cafe,"63A P.Tôn Đức Thắng, Văn Miếu – Quốc Tử Giám, Đống Đa, Hà Nội 100000",Hà Nội,ha noi,21.0258932,105.833482,0936 120 382 ,100000,"100,000",4.5,Coffee Shop,Restaurant,https://www.google.com/maps/place/Cedar+Coffee+%26+Tea/data=!4m7!3m6!1s0x3135abc8721a9767:0xd24f0e9a5380a8ee!8m2!3d21.0258932!4d105.833482!16s%2Fg%2F11k48jy_0p!19sChIJZ5cacsirNTER7qiAU5oOT9I?authuser=0&hl=en&rclk=1,https://www.facebook.com/profile.php?id=100088843572030
restaurant01397,Cà phê Nhà Kho,nha kho,cafe,"599 Đ. La Thành, Thành Công, Ba Đình, Hà Nội",Hà Nội,ha noi,21.023713,105.8169556,0988 453 811 ,100000,"100,000",4.5,Coffee Shop,Restaurant,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+Nh%C3%A0+Kho/data=!4m7!3m6!1s0x3135abc21a4ce823:0xfc26d6e4a88129f6!8m2!3d21.023713!4d105.8169556!16s%2Fg%2F11s0t255gj!19sChIJI-hMGsKrNTER9imBqOTWJvw?authuser=0&hl=en&rclk=1,https://www.facebook.com/nhakho599
restaurant01398,Hanoi Coffee Station & Restaurant,hanoi coffee station,restaurant,"44 P. Hàng Bè, Hàng Bạc, Hoàn Kiếm, Hà Nội 11011",Hà Nội,ha noi,21.0327955,105.8537521,0943 887 623 ,200000,"200,000",4.7,Coffee Shop,Restaurant,https://www.google.com/maps/place/Hanoi+Coffee+Station+%26+Restaurant/data=!4m7!3m6!1s0x3135ab61b9dde93b:0xc36853902fe5a05f!8m2!3d21.0327955!4d105.8537521!16s%2Fg%2F11srgclqfp!19sChIJO-nduWGrNTERX6DlL5BTaMM?authuser=0&hl=en&rclk=1,https://www.facebook.com/hanoicofffeestation/
restaurant01399,An's Garden Cafe,an s garden,cafe,"Đường 19/5, P. Văn Quán, Hà Đông, Hà Nội",Hà Nội,ha noi,20.9773537,105.7923162,0909 385 656 ,100000,"100,000",4.2,Coffee Shop,Restaurant,https://www.google.com/maps/place/An%27s+Garden+Cafe/data=!4m7!3m6!1s0x3135acd03cd8e831:0xb09872c2ada62b1f!8m2!3d20.9773537!4d105.7923162!16s%2Fg%2F11dfknwfpy!19sChIJMejYPNCsNTERHyumrcJymLA?authuser=0&hl=en&rclk=1,
restaurant01400,Drop In Cafe,drop in,cafe,"163 P. Phùng Hưng, Cửa Đông, Hoàn Kiếm, Hà Nội 100000",Hà Nội,ha noi,21.0312583,105.8451491,,100000,"100,000",4.8,Coffee Shop,Restaurant,https://www.google.com/maps/place/Drop+In+Cafe/data=!4m7!3m6!1s0x3135ab24543e92f5:0xa104b8a4a71e6c33!8m2!3d21.0312583!4d105.8451491!16s%2Fg%2F11h_g0b4_1!19sChIJ9ZI-VCSrNTERM2wep6S4BKE?authuser=0&hl=en&rclk=1,https://www.facebook.com/dropincafevn/
restaurant01401,Moment Of Life,moment of life,restaurant,"101/7 P. Nguyễn Ngọc Doãn, Nam Đồng, Đống Đa, Hà Nội 100000",Hà Nội,ha noi,21.0073224,105.8316689,0942 898 089 ,100000,"100,000",4.3,Coffee Shop,Restaurant,https://www.google.com/maps/place/Moment+Of+Life/data=!4m7!3m6!1s0x3135ad65d36cc817:0x12c2ff1f8c90bd72!8m2!3d21.0073224!4d105.8316689!16s%2Fg%2F11tmw4_f8h!19sChIJF8hs02WtNTERcr2QjB__whI?authuser=0&hl=en&rclk=1,http://facebook.com/momentoflifecafe
restaurant01402,Gardenista Coffee,gardenista,cafe,"2 P. Lê Thạch, Tràng Tiền, Hoàn Kiếm, Hà Nội",Hà Nội,ha noi,21.0269538,105.85509,,100000,"100,000",3.8,Coffee Shop,Restaurant,https://www.google.com/maps/place/Gardenista+Coffee/data=!4m7!3m6!1s0x3135abf407cbbb23:0x55546642c4f57a1a!8m2!3d21.0269538!4d105.85509!16s%2Fg%2F11sh0mhfgl!19sChIJI7vLB_SrNTERGnr1xEJmVFU?authuser=0&hl=en&rclk=1,
restaurant01403,Casamia Cafe,casamia,cafe,"27 Ngh 74 Ng. Thịnh Hào 1, Hàng Bột, Đống Đa, Hà Nội 100000",Hà Nội,ha noi,21.0252247,105.8300558,0948 181 222 ,100000,"100,000",4.9,Coffee Shop,Restaurant,https://www.google.com/maps/place/Casamia+Cafe/data=!4m7!3m6!1s0x3135ab0046cf2c8f:0x97490b4a4c8cd4dc!8m2!3d21.0252247!4d105.8300558!16s%2Fg%2F11y4yc_rdr!19sChIJjyzPRgCrNTER3NSMTEoLSZc?authuser=0&hl=en&rclk=1,
restaurant01404,Bunny Cup Cafe,bunny cup,cafe,"15 P. Hàng Da, Hàng Bông, Hoàn Kiếm, Hà Nội 10000",Hà Nội,ha noi,21.0307462,105.8467304,,100000,"100,000",5.0,Coffee Shop,Restaurant,https://www.google.com/maps/place/Bunny+Cup+Cafe/data=!4m7!3m6!1s0x3135ab994e011d51:0x4d2c31e6b15f6ab5!8m2!3d21.0307462!4d105.8467304!16s%2Fg%2F11wjqpfy8q!19sChIJUR0BTpmrNTERtWpfseYxLE0?authuser=0&hl=en&rclk=1,https://bunnycupcafe.com/
restaurant01405,Vi Anh Coffee,vi anh,cafe,37B Nguyễn Hữu Huân Hà Nội Hanoi City,Hà Nội,ha noi,21.0335954,105.8545454,0902 368 888 ,100000,"100,000",4.8,Coffee Shop,Restaurant,https://www.google.com/maps/place/Vi+Anh+Coffee/data=!4m7!3m6!1s0x3135abf6d425798f:0x39e2ff256d425509!8m2!3d21.0335954!4d105.8545454!16s%2Fg%2F11t7z2xmk4!19sChIJj3kl1ParNTERCVVCbSX_4jk?authuser=0&hl=en&rclk=1,
